Station ID,Group,Sample Date (mm/dd/yyyy),Sample Time (hh:mm),Establishment Date (mm/dd/yyyy),Establishment Time (hh:mm),Time Zone,Core X:Y,Accretion Measurement 1 (mm),Accretion Measurement 2 (mm),Accretion Measurement 3 (mm),Accretion Measurement 4 (mm),Core Conditions,Organization,Personnel,Notes
CRMS0638-A22,PS8,3/20/2024,12:54,3/29/2023,11:46,CST,4;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is healthy; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0638-A22,PS8,3/20/2024,12:54,3/29/2023,11:46,CST,2;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is healthy; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0638-A22,PS8,3/20/2024,12:54,3/29/2023,11:46,CST,2;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is healthy; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0638-A27,PS8,3/20/2024,12:54,3/29/2023,11:46,CST,5;3,0,0,0,0,Excellent (solid feldspar; n=4); Feldspar on surface,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 4.5 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; No Thatch; Clump of unattached roots and plant material present in water column.
CRMS0638-A29,PS6,3/20/2024,12:39,3/21/2018,14:47,CST,3;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 12.5 cm; Vegetation is dead; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is organic and soft; Root abundance is high; Thatch thickness is 4.5 cm; Accretion measured to  thatch; Clay layer present at 3cm below surface
CRMS0638-A29,PS6,3/20/2024,12:39,3/21/2018,14:47,CST,5;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 12.5 cm; Vegetation is dead; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is organic and soft; Root abundance is high; Thatch thickness is 4.5 cm; Accretion measured to  thatch; Clay layer present at 3cm below surface
CRMS0638-A29,PS6,3/20/2024,12:39,3/21/2018,14:47,CST,2;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 12.5 cm; Vegetation is dead; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is organic and soft; Root abundance is high; Thatch thickness is 4.5 cm; Accretion measured to  thatch; Clay layer present at 3cm below surface
CRMS0641-A03,PS3,3/20/2024,10:52,3/28/2012,11:15,CST,4;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is medium; No Thatch
CRMS0641-A03,PS3,3/20/2024,10:52,3/28/2012,11:15,CST,1;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is medium; No Thatch
CRMS0641-A03,PS3,3/20/2024,10:52,3/28/2012,11:15,CST,1;5,52,46,47,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is medium; No Thatch
CRMS0641-A07,PS3,3/20/2024,10:52,3/28/2012,11:15,CST,4;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 4 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0641-A07,PS3,3/20/2024,10:52,3/28/2012,11:15,CST,1;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 4 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0641-A07,PS3,3/20/2024,10:52,3/28/2012,11:15,CST,3;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 4 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0641-A11,PS3,3/20/2024,10:52,3/28/2012,11:15,CST,2;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0641-A11,PS3,3/20/2024,10:52,3/28/2012,11:15,CST,3;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0641-A11,PS3,3/20/2024,10:52,3/28/2012,11:15,CST,4;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0641-A14,PS6,3/20/2024,11:00,3/21/2018,12:59,CST,2;3,55,48,50,44,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 4 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Most of plot in a small trenasse 
CRMS0641-A17,PS6,3/20/2024,11:00,3/21/2018,12:59,CST,2;5,40,39,40,52,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 6.5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; Thatch thickness is 1.6 cm; Accretion measured to below thatch
CRMS0641-A20,PS6,3/20/2024,11:00,3/21/2018,12:59,CST,3;5,55,53,61,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0641-A22,PS8,3/20/2024,11:05,4/12/2023,12:31,CST,1;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 6 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Plot in a low spot between Spartina patens hummocks holding water
CRMS0641-A22,PS8,3/20/2024,11:05,4/12/2023,12:31,CST,5;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 6 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Plot in a low spot between Spartina patens hummocks holding water
CRMS0641-A22,PS8,3/20/2024,11:05,4/12/2023,12:31,CST,4;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 6 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Plot in a low spot between Spartina patens hummocks holding water
CRMS0641-A25,PS8,3/20/2024,11:05,4/12/2023,12:31,CST,2;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 8 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0641-A25,PS8,3/20/2024,11:05,4/12/2023,12:31,CST,1;1,10,10,10,5,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 8 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0641-A28,PS8,3/20/2024,11:05,4/12/2023,12:31,CST,4;4,,,,,No Feldspar; On patens hummock,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0641-A28,PS8,3/20/2024,11:05,4/12/2023,12:31,CST,1;5,5,7,7,,Fair (broken feldspar; n=3); On regular surface,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0644-A03,PS3,3/19/2024,8:03,3/27/2012,10:15,CST,1;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 8 cm; Vegetation is dead; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and very soft; Root abundance is medium; No Thatch
CRMS0644-A03,PS3,3/19/2024,8:03,3/27/2012,10:15,CST,2;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 8 cm; Vegetation is dead; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and very soft; Root abundance is medium; No Thatch
CRMS0644-A03,PS3,3/19/2024,8:03,3/27/2012,10:15,CST,5;2,92,102,104,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 8 cm; Vegetation is dead; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and very soft; Root abundance is medium; No Thatch
CRMS0644-A07,PS3,3/19/2024,8:03,3/27/2012,10:15,CST,3;1,105,108,105,109,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 4.2 cm; Vegetation is dead; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and soft; Root abundance is medium; No Thatch
CRMS0644-A11,PS3,3/19/2024,8:03,3/27/2012,10:15,CST,4;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5.5 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and soft; Root abundance is high; No Thatch
CRMS0644-A11,PS3,3/19/2024,8:03,3/27/2012,10:15,CST,2;4,156,150,154,155,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5.5 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and soft; Root abundance is high; No Thatch
CRMS0644-A14,PS6,3/19/2024,8:22,3/15/2018,8:00,CST,1;1,117,127,122,125,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is flooded; Water depth is 2 cm; Vegetation is dead; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and soft; Root abundance is medium; No Thatch
CRMS0644-A17,PS6,3/19/2024,8:22,3/15/2018,8:00,CST,4;5,138,137,137,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is flooded; Water depth is 1.5 cm; Vegetation is dead; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and very soft; Root abundance is medium; No Thatch
CRMS0644-A20,PS6,3/19/2024,8:22,3/15/2018,8:00,CST,5;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is flooded; Water depth is 2 cm; Vegetation is dead; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and soft; Root abundance is medium; No Thatch
CRMS0644-A20,PS6,3/19/2024,8:22,3/15/2018,8:00,CST,3;4,130,135,137,,Fair (broken feldspar; n=3); Thick and distinct feldspar layer,U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is flooded; Water depth is 2 cm; Vegetation is dead; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and soft; Root abundance is medium; No Thatch
CRMS0644-A24,PS8,3/19/2024,8:38,4/11/2023,9:39,CST,3;2,18,19,,,Poor (broken feldspar; n=2); Feldspar is sparse,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 0.5 cm; Vegetation is dead; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and soft; Root abundance is medium; No Thatch
CRMS0644-A27,PS8,3/19/2024,8:38,4/11/2023,9:39,CST,2;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 1 cm; Vegetation is dead; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and soft; Root abundance is medium; No Thatch
CRMS0644-A27,PS8,3/19/2024,8:38,4/11/2023,9:39,CST,1;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 1 cm; Vegetation is dead; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and soft; Root abundance is medium; No Thatch
CRMS0644-A27,PS8,3/19/2024,8:38,4/11/2023,9:39,CST,3;5,11,10,12,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 1 cm; Vegetation is dead; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and soft; Root abundance is medium; No Thatch
CRMS0644-A30,PS8,3/19/2024,8:38,4/11/2023,9:39,CST,1;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 3.5 cm; Vegetation is dead; Dominant species is Spartina alterniflora; Disturbance is animal trail; Soil is mineral silty and soft; Root abundance is medium; No Thatch
CRMS0644-A30,PS8,3/19/2024,8:38,4/11/2023,9:39,CST,4;4,15,18,,,Fair (broken feldspar; n=3); Feldspar faint,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 3.5 cm; Vegetation is dead; Dominant species is Spartina alterniflora; Disturbance is animal trail; Soil is mineral silty and soft; Root abundance is medium; No Thatch
CRMS0651-A03,PS3,3/20/2024,8:45,3/28/2012,9:15,CST,2;4,58,57,64,74,Excellent (solid feldspar; n=4); Soil surface is uneven,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 2 cm; Vegetation is dead; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral silty and firm; Root abundance is low; Thatch thickness is 2 cm; Accretion measured to below thatch
CRMS0651-A07,PS3,3/20/2024,8:45,3/28/2012,9:15,CST,1;4,9,9,11,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 0.5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and firm; Root abundance is low; Thatch thickness is 3 cm; Accretion measured to below thatch
CRMS0651-A11,PS3,3/20/2024,8:45,3/28/2012,9:15,CST,2;1,24,25,28,24,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 4.5 cm; Accretion measured to below thatch
CRMS0651-A14,PS6,3/20/2024,8:24,3/21/2018,10:06,CST,3;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 1.5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and firm; Root abundance is high; Thatch thickness is 1.3 cm; Accretion measured to below thatch
CRMS0651-A14,PS6,3/20/2024,8:24,3/21/2018,10:06,CST,3;2,5,6,2,3,Excellent (solid feldspar; n=4); Very solid and thick feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 1.5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and firm; Root abundance is high; Thatch thickness is 1.3 cm; Accretion measured to below thatch
CRMS0651-A17,PS6,3/20/2024,8:24,3/21/2018,10:06,CST,5;1,0,0,0,0,"Excellent (solid feldspar; n=4); Feldspar completely on the surface, thick solid line present",U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral silty and firm; Root abundance is low; Thatch thickness is 3 cm; Accretion measured to below thatch
CRMS0651-A20,PS6,3/20/2024,8:24,3/21/2018,10:06,CST,2;4,5,7,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 6 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 1.5 cm; Accretion measured to below thatch; Organic material present in water column
CRMS0651-A22,PS8,3/20/2024,8:34,3/29/2023,9:20,CST,3;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 0.2 cm; Accretion measured to below thatch
CRMS0651-A22,PS8,3/20/2024,8:34,3/29/2023,9:20,CST,1;2,0,0,0,,Fair (broken feldspar; n=3); Feldspar on surface,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 0.2 cm; Accretion measured to below thatch
CRMS0651-A25,PS8,3/20/2024,8:34,3/29/2023,9:20,CST,5;2,,,,,No Feldspar; Feldspar present in thatch.,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 5.5 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral silty and firm; Root abundance is low; Thatch thickness is 8cm; Feldspar clearly present but in thatch layer only, not on actual surface, did not pull additional cores due to feldspar location."
CRMS0651-A28,PS8,3/20/2024,8:34,3/29/2023,9:20,CST,3;4,,,,,"No Feldspar; Feldspar present but in thatch layer above surface, pulling another core",U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and firm; Root abundance is high; Thatch thickness is 4cm; Feldspar clearly present but in thatch layer only, not on actual surface, did not pull final core due to feldspar location."
CRMS0651-A28,PS8,3/20/2024,8:34,3/29/2023,9:20,CST,2;2,,,,,No Feldspar; feldspar present but in thatch layer above surface,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and firm; Root abundance is high; Thatch thickness is 4cm; Feldspar clearly present but in thatch layer only, not on actual surface, did not pull final core due to feldspar location."
CRMS0680-A03,PS3,4/18/2024,8:15,3/29/2012,9:55,CST,3;2,55,54,47,53,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is mineral silty and firm; Root abundance is low; Thatch thickness is 0.5 cm; Accretion measured to below thatch; Core is silty overall but is all organic at the top above feldspar (5cm depth) and all silty below; 
CRMS0680-A07,PS3,4/18/2024,8:15,3/29/2012,9:55,CST,1;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 4 cm; Accretion measured to  thatch; Plot now abandoned due to human disturbance when pulling 3rd core. Mostly silty, deep clay layer."
CRMS0680-A07,PS3,4/18/2024,8:15,3/29/2012,9:55,CST,3;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 4 cm; Accretion measured to  thatch; Plot now abandoned due to human disturbance when pulling 3rd core. Mostly silty, deep clay layer."
CRMS0680-A07,PS3,4/18/2024,8:15,3/29/2012,9:55,CST,1;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 4 cm; Accretion measured to  thatch; Plot now abandoned due to human disturbance when pulling 3rd core. Mostly silty, deep clay layer."
CRMS0680-A11,PS3,4/18/2024,8:15,3/29/2012,9:55,CST,5;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 1.5 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral clayey and firm; Root abundance is low; No thatch
CRMS0680-A11,PS3,4/18/2024,8:15,3/29/2012,9:55,CST,5;1,58,53,55,,Fair (broken feldspar; n=3); Feldspar very faint,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 1.5 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral clayey and firm; Root abundance is low; No thatch
CRMS0680-A14,PS6,4/18/2024,7:56,3/14/2018,7:45,CST,1;5,37,36,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 1.5 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is mineral silty and firm; Root abundance is medium; No Thatch
CRMS0680-A18,PS6,4/18/2024,7:56,3/14/2018,7:45,CST,2;5,40,41,52,51,"Excellent (solid feldspar; n=4); Surface is uneven; feldspar line very well defined and thick; some feldspar also on the surface, seems like drift",U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 5 cm; Accretion measured to below thatch
CRMS0680-A21,PS8,4/18/2024,8:00,4/12/2023,9:23,CST,3;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is mineral silty and firm; Root abundance is low; Thatch thickness is 1 cm; Accretion measured to below thatch; Silty overall with organic top layer of 2cm
CRMS0680-A21,PS8,4/18/2024,8:00,4/12/2023,9:23,CST,2;5,0,0,0,,"Fair (broken feldspar; n=3); Feldspar on surface, some also present in thatch",U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is mineral silty and firm; Root abundance is low; Thatch thickness is 1 cm; Accretion measured to below thatch; Silty overall with organic top layer of 2cm
CRMS0680-A24,PS8,4/18/2024,8:00,4/12/2023,9:23,CST,5;4,,,,,No Feldspar; Water pockets in core,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 1 cm; Accretion measured to below thatch
CRMS0680-A24,PS8,4/18/2024,8:00,4/12/2023,9:23,CST,1;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 1 cm; Accretion measured to below thatch
CRMS0680-A24,PS8,4/18/2024,8:00,4/12/2023,9:23,CST,3;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 1 cm; Accretion measured to below thatch
CRMS0680-A26,PS8,4/18/2024,8:00,4/12/2023,9:23,CST,1;5,,,,,No Feldspar; Feldspar present but all in thatch and not on surface; water pockets in core,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 3 cm; Accretion measured to below thatch
CRMS0680-A26,PS8,4/18/2024,8:00,4/12/2023,9:23,CST,4;5,,,,,No Feldspar; Clay section at very bottom of core,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 3 cm; Accretion measured to below thatch
CRMS0680-A26,PS8,4/18/2024,8:00,4/12/2023,9:23,CST,1;4,8,5,,,Poor (broken feldspar; n=2); Water depth is 3cm in this spot,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 3 cm; Accretion measured to below thatch
CRMS0680-A29,PS6,4/18/2024,7:56,3/14/2018,7:45,CST,5;3,15,17,22,,Fair (broken feldspar; n=3); Water pockets in core,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; No Thatch; Soil is overall silty, but 1.5cm of organic is present at the top above feldspar"
